agriprod,Unit,Country,Year,Value,Description,Dairy,Eggs,Honey,Meat
Meat,T,CZ,2017,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2018,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2019,0,Meat of horses etc,0,0,0,1
Meat,T,DK,2012,0,Meat of horses etc,0,0,0,1
Meat,T,DK,2013,0,Meat of horses etc,0,0,0,1
Meat,T,DK,2014,0,Meat of horses etc,0,0,0,1
Meat,T,DK,2016,,Meat of horses etc,0,0,0,1
Meat,T,DK,2017,,Meat of horses etc,0,0,0,1
Meat,T,DK,2018,,Meat of horses etc,0,0,0,1
Meat,T,EE,2012,2,Meat of horses etc,0,0,0,1
Meat,T,EE,2013,3,Meat of horses etc,0,0,0,1
Meat,T,EE,2014,10,Meat of horses etc,0,0,0,1
Meat,T,EE,2015,7,Meat of horses etc,0,0,0,1
Meat,T,EE,2016,5,Meat of horses etc,0,0,0,1
Meat,T,EE,2017,11,Meat of horses etc,0,0,0,1
Meat,T,EE,2018,6,Meat of horses etc,0,0,0,1
Meat,T,EE,2019,9,Meat of horses etc,0,0,0,1
Meat,T,EE,2020,3,Meat of horses etc,0,0,0,1
Meat,T,ES,2012,307,Meat of horses etc,0,0,0,1
Meat,T,ES,2013,463,Meat of horses etc,0,0,0,1
Meat,T,ES,2014,500,Meat of horses etc,0,0,0,1
Meat,T,ES,2015,657,Meat of horses etc,0,0,0,1
Meat,T,ES,2016,409,Meat of horses etc,0,0,0,1
Meat,T,ES,2017,392,Meat of horses etc,0,0,0,1
Meat,T,ES,2018,512,Meat of horses etc,0,0,0,1
Meat,T,ES,2019,466,Meat of horses etc,0,0,0,1
Meat,T,ES,2020,441,Meat of horses etc,0,0,0,1
Meat,T,FI,2015,,Meat of horses etc,0,0,0,1
Meat,T,FI,2016,,Meat of horses etc,0,0,0,1
Meat,T,FI,2017,,Meat of horses etc,0,0,0,1
Meat,T,FI,2018,,Meat of horses etc,0,0,0,1
Meat,T,HR,2012,0,Meat of horses etc,0,0,0,1
Meat,T,HR,2013,0,Meat of horses etc,0,0,0,1
Meat,T,HR,2014,0,Meat of horses etc,0,0,0,1
Meat,T,HR,2015,21,Meat of horses etc,0,0,0,1
Meat,T,HR,2016,92,Meat of horses etc,0,0,0,1
Meat,T,HR,2017,95,Meat of horses etc,0,0,0,1
Meat,T,HR,2018,124,Meat of horses etc,0,0,0,1
Meat,T,HR,2019,226,Meat of horses etc,0,0,0,1
Meat,T,HR,2020,293,Meat of horses etc,0,0,0,1
Meat,T,HU,2012,5,Meat of horses etc,0,0,0,1
Meat,T,HU,2013,4,Meat of horses etc,0,0,0,1
Meat,T,IE,2017,0,Meat of horses etc,0,0,0,1
Meat,T,IE,2019,0,Meat of horses etc,0,0,0,1
Meat,T,IE,2020,0,Meat of horses etc,0,0,0,1
Meat,T,IS,2019,0,Meat of horses etc,0,0,0,1
Meat,T,IT,2015,84,Meat of horses etc,0,0,0,1
Meat,T,LT,2012,11,Meat of horses etc,0,0,0,1
Meat,T,LT,2013,25,Meat of horses etc,0,0,0,1
Meat,T,LT,2014,17,Meat of horses etc,0,0,0,1
Meat,T,LT,2015,30,Meat of horses etc,0,0,0,1
Meat,T,LT,2016,,Meat of horses etc,0,0,0,1
Meat,T,LT,2017,,Meat of horses etc,0,0,0,1
Meat,T,LT,2018,,Meat of horses etc,0,0,0,1
Meat,T,LT,2019,,Meat of horses etc,0,0,0,1
Meat,T,LT,2020,0,Meat of horses etc,0,0,0,1
Meat,T,LU,2013,,Meat of horses etc,0,0,0,1
Meat,T,LU,2014,,Meat of horses etc,0,0,0,1
Meat,T,LU,2015,,Meat of horses etc,0,0,0,1
Meat,T,LU,2016,,Meat of horses etc,0,0,0,1
Meat,T,LU,2017,,Meat of horses etc,0,0,0,1
Meat,T,LU,2018,,Meat of horses etc,0,0,0,1
Meat,T,LV,2012,0,Meat of horses etc,0,0,0,1
Meat,T,LV,2014,0,Meat of horses etc,0,0,0,1
Meat,T,LV,2015,0,Meat of horses etc,0,0,0,1
Meat,T,MK,2013,0,Meat of horses etc,0,0,0,1
Meat,T,MK,2014,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2012,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2014,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2015,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2016,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2017,0,Meat of horses etc,0,0,0,1
Meat,T,MT,2018,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2012,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2013,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2014,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2016,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2017,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2018,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2019,0,Meat of horses etc,0,0,0,1
Meat,T,NO,2020,0,Meat of horses etc,0,0,0,1
Meat,T,PL,2019,0,Meat of horses etc,0,0,0,1
Meat,T,RO,2014,0,Meat of horses etc,0,0,0,1
Meat,T,RO,2016,0,Meat of horses etc,0,0,0,1
Meat,T,RO,2020,0,Meat of horses etc,0,0,0,1
Meat,T,RS,2016,0,Meat of horses etc,0,0,0,1
Meat,T,RS,2017,0,Meat of horses etc,0,0,0,1
Meat,T,RS,2018,0,Meat of horses etc,0,0,0,1
Meat,T,RS,2019,0,Meat of horses etc,0,0,0,1
Meat,T,SE,2014,,Meat of horses etc,0,0,0,1
Meat,T,SI,2012,2,Meat of horses etc,0,0,0,1
Meat,T,SI,2014,2,Meat of horses etc,0,0,0,1
Meat,T,SI,2015,1,Meat of horses etc,0,0,0,1
Meat,T,SK,2012,0,Meat of horses etc,0,0,0,1
Meat,T,SK,2013,0,Meat of horses etc,0,0,0,1
Meat,T,SK,2014,0,Meat of horses etc,0,0,0,1
Meat,T,SK,2015,0,Meat of horses etc,0,0,0,1
Meat,T,SK,2016,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2014,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2015,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2016,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2017,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2018,0,Meat of horses etc,0,0,0,1
Meat,T,TR,2019,0,Meat of horses etc,0,0,0,1
Meat,T,UK,2019,0,Meat of horses etc,0,0,0,1
Meat,T,BE,2016,3252,Poultry meat,0,0,0,1
Meat,T,BE,2017,3960,Poultry meat,0,0,0,1
Meat,T,BE,2018,4904,Poultry meat,0,0,0,1
Meat,T,BE,2019,5525,Poultry meat,0,0,0,1
Meat,T,BE,2020,6295,Poultry meat,0,0,0,1
Meat,T,BG,2012,0,Poultry meat,0,0,0,1
Meat,T,BG,2014,0,Poultry meat,0,0,0,1
Meat,T,BG,2015,0,Poultry meat,0,0,0,1
Meat,T,BG,2016,0,Poultry meat,0,0,0,1
Meat,T,BG,2017,12,Poultry meat,0,0,0,1
Meat,T,BG,2018,0,Poultry meat,0,0,0,1
Meat,T,BG,2019,2,Poultry meat,0,0,0,1
Meat,T,BG,2020,4,Poultry meat,0,0,0,1
Meat,T,BG,2021,0,Poultry meat,0,0,0,1
Meat,T,CY,2013,10,Poultry meat,0,0,0,1
Meat,T,CY,2014,15,Poultry meat,0,0,0,1
Meat,T,CY,2017,23,Poultry meat,0,0,0,1
Meat,T,CY,2019,17,Poultry meat,0,0,0,1
Meat,T,CY,2020,13,Poultry meat,0,0,0,1
Meat,T,CY,2021,5,Poultry meat,0,0,0,1
Meat,T,CZ,2012,161,Poultry meat,0,0,0,1
Meat,T,CZ,2013,163,Poultry meat,0,0,0,1
Meat,T,CZ,2014,121,Poultry meat,0,0,0,1
Meat,T,CZ,2015,117,Poultry meat,0,0,0,1
Meat,T,CZ,2016,113,Poultry meat,0,0,0,1
Meat,T,CZ,2017,112,Poultry meat,0,0,0,1
Meat,T,CZ,2018,167,Poultry meat,0,0,0,1
Meat,T,CZ,2019,197,Poultry meat,0,0,0,1
Meat,T,CZ,2020,191,Poultry meat,0,0,0,1
Meat,T,CZ,2021,196,Poultry meat,0,0,0,1
Meat,T,DK,2016,,Poultry meat,0,0,0,1
Meat,T,DK,2017,,Poultry meat,0,0,0,1
Meat,T,EE,2013,4,Poultry meat,0,0,0,1
Meat,T,EE,2014,9,Poultry meat,0,0,0,1
Meat,T,EE,2015,6,Poultry meat,0,0,0,1
Meat,T,EE,2016,12,Poultry meat,0,0,0,1
Meat,T,EE,2017,14,Poultry meat,0,0,0,1
Meat,T,EE,2018,29,Poultry meat,0,0,0,1
Meat,T,EE,2019,35,Poultry meat,0,0,0,1
Meat,T,EE,2020,21,Poultry meat,0,0,0,1
Meat,T,EE,2021,14,Poultry meat,0,0,0,1
Meat,T,ES,2012,579,Poultry meat,0,0,0,1
Meat,T,ES,2013,778,Poultry meat,0,0,0,1
Meat,T,ES,2014,854,Poultry meat,0,0,0,1
Meat,T,ES,2015,653,Poultry meat,0,0,0,1
Meat,T,ES,2016,944,Poultry meat,0,0,0,1
Meat,T,ES,2017,1238,Poultry meat,0,0,0,1
Meat,T,ES,2018,1289,Poultry meat,0,0,0,1
Meat,T,ES,2019,1921,Poultry meat,0,0,0,1
Meat,T,ES,2020,2775,Poultry meat,0,0,0,1
Meat,T,ES,2021,1663,Poultry meat,0,0,0,1
Meat,T,FI,2013,30,Poultry meat,0,0,0,1
Meat,T,FI,2014,80,Poultry meat,0,0,0,1
Meat,T,FI,2015,210,Poultry meat,0,0,0,1
Meat,T,FI,2016,180,Poultry meat,0,0,0,1
Meat,T,FI,2017,,Poultry meat,0,0,0,1
Meat,T,FI,2018,,Poultry meat,0,0,0,1
Meat,T,FR,2012,11579,Poultry meat,0,0,0,1
Meat,T,FR,2013,12348,Poultry meat,0,0,0,1
Meat,T,FR,2014,14275,Poultry meat,0,0,0,1
Meat,T,FR,2015,15023,Poultry meat,0,0,0,1
Meat,T,FR,2016,16077,Poultry meat,0,0,0,1
Meat,T,FR,2017,18142,Poultry meat,0,0,0,1
Meat,T,FR,2018,23039,Poultry meat,0,0,0,1
Meat,T,FR,2019,25179,Poultry meat,0,0,0,1
Meat,T,FR,2020,25977,Poultry meat,0,0,0,1
Meat,T,HR,2012,0,Poultry meat,0,0,0,1
Meat,T,HR,2013,0,Poultry meat,0,0,0,1
Meat,T,HR,2014,0,Poultry meat,0,0,0,1
Meat,T,HR,2015,4,Poultry meat,0,0,0,1
Meat,T,HR,2016,4,Poultry meat,0,0,0,1
Meat,T,HR,2017,3,Poultry meat,0,0,0,1
Meat,T,HR,2018,2,Poultry meat,0,0,0,1
Meat,T,HR,2019,2,Poultry meat,0,0,0,1
Meat,T,HR,2020,1,Poultry meat,0,0,0,1
Meat,T,HR,2021,3,Poultry meat,0,0,0,1
Meat,T,HU,2012,133,Poultry meat,0,0,0,1
Meat,T,HU,2013,133,Poultry meat,0,0,0,1
Meat,T,HU,2021,129,Poultry meat,0,0,0,1
Meat,T,IE,2017,223,Poultry meat,0,0,0,1
Meat,T,IE,2019,323,Poultry meat,0,0,0,1
Meat,T,IE,2020,262,Poultry meat,0,0,0,1
Meat,T,IE,2021,315,Poultry meat,0,0,0,1
Meat,T,IS,2019,0,Poultry meat,0,0,0,1
Meat,T,IT,2014,552,Poultry meat,0,0,0,1
Meat,T,IT,2015,13687,Poultry meat,0,0,0,1
Meat,T,LT,2013,1,Poultry meat,0,0,0,1
Meat,T,LT,2014,2,Poultry meat,0,0,0,1
Meat,T,LT,2015,0,Poultry meat,0,0,0,1
Meat,T,LT,2016,,Poultry meat,0,0,0,1
Meat,T,LT,2017,,Poultry meat,0,0,0,1
Meat,T,LT,2020,,Poultry meat,0,0,0,1
Meat,T,LT,2021,,Poultry meat,0,0,0,1
Meat,T,LU,2013,,Poultry meat,0,0,0,1
Meat,T,LU,2014,,Poultry meat,0,0,0,1
Meat,T,LU,2015,,Poultry meat,0,0,0,1
Meat,T,LU,2016,,Poultry meat,0,0,0,1
Meat,T,LU,2017,,Poultry meat,0,0,0,1
Meat,T,LU,2018,,Poultry meat,0,0,0,1
Meat,T,LU,2021,0,Poultry meat,0,0,0,1
Meat,T,LV,2012,5,Poultry meat,0,0,0,1
Meat,T,LV,2013,6,Poultry meat,0,0,0,1
Meat,T,LV,2014,5,Poultry meat,0,0,0,1
Meat,T,LV,2015,9,Poultry meat,0,0,0,1
Meat,T,ME,2021,0,Poultry meat,0,0,0,1
Meat,T,MK,2013,0,Poultry meat,0,0,0,1
Meat,T,MK,2014,0,Poultry meat,0,0,0,1
Meat,T,MT,2012,0,Poultry meat,0,0,0,1
Meat,T,MT,2014,0,Poultry meat,0,0,0,1
Meat,T,MT,2015,0,Poultry meat,0,0,0,1
Meat,T,MT,2016,0,Poultry meat,0,0,0,1
Meat,T,MT,2017,0,Poultry meat,0,0,0,1
Meat,T,MT,2018,0,Poultry meat,0,0,0,1
Meat,T,MT,2021,0,Poultry meat,0,0,0,1
Meat,T,NL,2012,530,Poultry meat,0,0,0,1
Meat,T,NL,2013,564,Poultry meat,0,0,0,1
Meat,T,NL,2014,419,Poultry meat,0,0,0,1
Meat,T,NL,2015,525,Poultry meat,0,0,0,1
Meat,T,NL,2016,623,Poultry meat,0,0,0,1
Meat,T,NL,2017,575,Poultry meat,0,0,0,1
Meat,T,NL,2018,679,Poultry meat,0,0,0,1
Meat,T,NL,2019,926,Poultry meat,0,0,0,1
Meat,T,NL,2020,1299,Poultry meat,0,0,0,1
Meat,T,NL,2021,1071,Poultry meat,0,0,0,1
Meat,T,NO,2012,162,Poultry meat,0,0,0,1
Meat,T,NO,2013,213,Poultry meat,0,0,0,1
Meat,T,NO,2014,208,Poultry meat,0,0,0,1
Meat,T,NO,2015,165,Poultry meat,0,0,0,1
Meat,T,NO,2016,228,Poultry meat,0,0,0,1
Meat,T,NO,2017,328,Poultry meat,0,0,0,1
Meat,T,NO,2018,459,Poultry meat,0,0,0,1
Meat,T,NO,2019,534,Poultry meat,0,0,0,1
Meat,T,NO,2020,576,Poultry meat,0,0,0,1
Meat,T,PL,2019,22,Poultry meat,0,0,0,1
Meat,T,RO,2014,0,Poultry meat,0,0,0,1
Meat,T,RO,2016,0,Poultry meat,0,0,0,1
Meat,T,RO,2017,1,Poultry meat,0,0,0,1
Meat,T,RO,2020,4,Poultry meat,0,0,0,1
Meat,T,RS,2016,0,Poultry meat,0,0,0,1
Meat,T,RS,2017,0,Poultry meat,0,0,0,1
Meat,T,RS,2018,3,Poultry meat,0,0,0,1
Meat,T,RS,2019,14,Poultry meat,0,0,0,1
Meat,T,SE,2013,317,Poultry meat,0,0,0,1
Meat,T,SE,2014,347,Poultry meat,0,0,0,1
Meat,T,SE,2015,520,Poultry meat,0,0,0,1
Meat,T,SE,2016,1523,Poultry meat,0,0,0,1
Meat,T,SE,2017,1667,Poultry meat,0,0,0,1
Meat,T,SE,2018,1217,Poultry meat,0,0,0,1
Meat,T,SE,2019,1333,Poultry meat,0,0,0,1
Meat,T,SE,2020,1420,Poultry meat,0,0,0,1
Meat,T,SE,2021,1318,Poultry meat,0,0,0,1
Meat,T,SI,2012,17,Poultry meat,0,0,0,1
Meat,T,SI,2014,14,Poultry meat,0,0,0,1
Meat,T,SI,2015,2,Poultry meat,0,0,0,1
Meat,T,SK,2012,0,Poultry meat,0,0,0,1
Meat,T,SK,2013,0,Poultry meat,0,0,0,1
Meat,T,SK,2014,0,Poultry meat,0,0,0,1
Meat,T,SK,2015,0,Poultry meat,0,0,0,1
Meat,T,SK,2016,0,Poultry meat,0,0,0,1
Meat,T,TR,2013,1618,Poultry meat,0,0,0,1
Meat,T,TR,2014,1823,Poultry meat,0,0,0,1
Meat,T,TR,2015,2130,Poultry meat,0,0,0,1
Meat,T,TR,2016,1486,Poultry meat,0,0,0,1
Meat,T,TR,2017,1266,Poultry meat,0,0,0,1
Meat,T,TR,2018,1261,Poultry meat,0,0,0,1
Meat,T,TR,2019,697,Poultry meat,0,0,0,1
Meat,T,UK,2012,1900,Poultry meat,0,0,0,1
Meat,T,UK,2013,7000,Poultry meat,0,0,0,1
Meat,T,UK,2014,10000,Poultry meat,0,0,0,1
Meat,T,UK,2015,8500,Poultry meat,0,0,0,1
Meat,T,UK,2016,9900,Poultry meat,0,0,0,1
Meat,T,UK,2017,10900,Poultry meat,0,0,0,1
Meat,T,UK,2018,11800,Poultry meat,0,0,0,1
Meat,T,UK,2019,11100,Poultry meat,0,0,0,1
Meat,T,BG,2021,0,Chicken,0,0,0,1
Meat,T,EE,2021,3,Chicken,0,0,0,1
Meat,T,ES,2021,1634,Chicken,0,0,0,1
Meat,T,LT,2021,,Chicken,0,0,0,1
Meat,T,LU,2021,0,Chicken,0,0,0,1
Meat,T,ME,2021,0,Chicken,0,0,0,1
Meat,T,MT,2021,0,Chicken,0,0,0,1
Meat,T,NL,2021,1071,Chicken,0,0,0,1
Meat,T,RO,2021,36,Chicken,0,0,0,1
Meat,T,SE,2021,1318,Chicken,0,0,0,1
Meat,T,BG,2021,0,Meat of rabbits,0,0,0,1
Meat,T,EE,2021,0,Meat of rabbits,0,0,0,1
Meat,T,LT,2021,0,Meat of rabbits,0,0,0,1
Meat,T,LU,2021,0,Meat of rabbits,0,0,0,1
Meat,T,ME,2021,0,Meat of rabbits,0,0,0,1
Meat,T,MT,2021,0,Meat of rabbits,0,0,0,1
Meat,T,NL,2021,0,Meat of rabbits,0,0,0,1
Meat,T,SE,2021,0,Meat of rabbits,0,0,0,1
Meat,T,BG,2012,0,Other meat,0,0,0,1
Meat,T,BG,2014,0,Other meat,0,0,0,1
Meat,T,BG,2015,0,Other meat,0,0,0,1
Meat,T,BG,2016,0,Other meat,0,0,0,1
Meat,T,BG,2017,0,Other meat,0,0,0,1
Meat,T,BG,2018,0,Other meat,0,0,0,1
Meat,T,BG,2019,6,Other meat,0,0,0,1
Meat,T,BG,2020,6,Other meat,0,0,0,1
Meat,T,CY,2012,0,Other meat,0,0,0,1
Meat,T,CY,2013,0,Other meat,0,0,0,1
Meat,T,CY,2019,0,Other meat,0,0,0,1
Meat,T,CY,2020,0,Other meat,0,0,0,1
Meat,T,CZ,2012,1,Other meat,0,0,0,1
Meat,T,CZ,2013,2,Other meat,0,0,0,1
Meat,T,CZ,2014,2,Other meat,0,0,0,1
Meat,T,CZ,2015,0,Other meat,0,0,0,1
Meat,T,CZ,2016,1,Other meat,0,0,0,1
Meat,T,CZ,2017,3,Other meat,0,0,0,1
Meat,T,CZ,2018,0,Other meat,0,0,0,1
Meat,T,CZ,2019,0,Other meat,0,0,0,1
Meat,T,CZ,2020,0,Other meat,0,0,0,1
Meat,T,DK,2012,0,Other meat,0,0,0,1
Meat,T,DK,2013,0,Other meat,0,0,0,1
Meat,T,DK,2016,,Other meat,0,0,0,1
Meat,T,DK,2017,,Other meat,0,0,0,1
Meat,T,DK,2018,,Other meat,0,0,0,1
Meat,T,EE,2012,1,Other meat,0,0,0,1
Meat,T,EE,2013,2,Other meat,0,0,0,1
Meat,T,EE,2014,4,Other meat,0,0,0,1
Meat,T,EE,2015,3,Other meat,0,0,0,1
Meat,T,EE,2016,5,Other meat,0,0,0,1
Meat,T,EE,2017,4,Other meat,0,0,0,1
Meat,T,EE,2018,1,Other meat,0,0,0,1
Meat,T,EE,2019,1,Other meat,0,0,0,1
Meat,T,EE,2020,1,Other meat,0,0,0,1
Meat,T,ES,2012,0,Other meat,0,0,0,1
Meat,T,ES,2013,0,Other meat,0,0,0,1
Meat,T,ES,2014,0,Other meat,0,0,0,1
Meat,T,ES,2015,0,Other meat,0,0,0,1
Meat,T,ES,2016,0,Other meat,0,0,0,1
Meat,T,ES,2017,0,Other meat,0,0,0,1
Meat,T,ES,2018,0,Other meat,0,0,0,1
Meat,T,ES,2019,2,Other meat,0,0,0,1
Meat,T,ES,2020,1,Other meat,0,0,0,1
Meat,T,FI,2015,,Other meat,0,0,0,1
Meat,T,FI,2016,,Other meat,0,0,0,1
Meat,T,FI,2017,,Other meat,0,0,0,1
Meat,T,FI,2018,,Other meat,0,0,0,1
Meat,T,HR,2012,2,Other meat,0,0,0,1
Meat,T,HR,2013,0,Other meat,0,0,0,1
Meat,T,HR,2014,0,Other meat,0,0,0,1
Meat,T,HU,2012,5,Other meat,0,0,0,1
Meat,T,HU,2013,5,Other meat,0,0,0,1
Meat,T,IE,2017,1,Other meat,0,0,0,1
Meat,T,IE,2019,0,Other meat,0,0,0,1
Meat,T,IE,2020,0,Other meat,0,0,0,1
Meat,T,IS,2019,0,Other meat,0,0,0,1
Meat,T,IT,2013,0,Other meat,0,0,0,1
Meat,T,IT,2014,1,Other meat,0,0,0,1
Meat,T,IT,2015,1,Other meat,0,0,0,1
Meat,T,LT,2012,1,Other meat,0,0,0,1
Meat,T,LT,2013,46,Other meat,0,0,0,1
Meat,T,LT,2015,1033,Other meat,0,0,0,1
Meat,T,LT,2016,,Other meat,0,0,0,1
Meat,T,LT,2017,,Other meat,0,0,0,1
Meat,T,LT,2018,,Other meat,0,0,0,1
Meat,T,LT,2019,,Other meat,0,0,0,1
Meat,T,LT,2020,,Other meat,0,0,0,1
Meat,T,LU,2013,,Other meat,0,0,0,1
Meat,T,LU,2014,,Other meat,0,0,0,1
Meat,T,LU,2015,,Other meat,0,0,0,1
Meat,T,LU,2016,,Other meat,0,0,0,1
Meat,T,LU,2017,,Other meat,0,0,0,1
Meat,T,LU,2018,,Other meat,0,0,0,1
Meat,T,LV,2012,12,Other meat,0,0,0,1
Meat,T,LV,2013,10,Other meat,0,0,0,1
Meat,T,LV,2014,11,Other meat,0,0,0,1
Meat,T,LV,2015,23,Other meat,0,0,0,1
Meat,T,MK,2013,0,Other meat,0,0,0,1
Meat,T,MK,2014,0,Other meat,0,0,0,1
Meat,T,MT,2012,0,Other meat,0,0,0,1
Meat,T,MT,2014,0,Other meat,0,0,0,1
Meat,T,MT,2015,0,Other meat,0,0,0,1
Meat,T,MT,2016,0,Other meat,0,0,0,1
Meat,T,MT,2017,0,Other meat,0,0,0,1
Meat,T,MT,2018,0,Other meat,0,0,0,1
Meat,T,NO,2019,0,Other meat,0,0,0,1
Meat,T,NO,2020,0,Other meat,0,0,0,1
Meat,T,PL,2019,0,Other meat,0,0,0,1
Meat,T,RO,2014,0,Other meat,0,0,0,1
Meat,T,RO,2016,0,Other meat,0,0,0,1
Meat,T,RO,2019,25,Other meat,0,0,0,1
Meat,T,RO,2020,0,Other meat,0,0,0,1
Meat,T,RS,2016,0,Other meat,0,0,0,1
Meat,T,RS,2017,0,Other meat,0,0,0,1
Meat,T,RS,2018,0,Other meat,0,0,0,1
Meat,T,RS,2019,0,Other meat,0,0,0,1
Meat,T,SE,2014,,Other meat,0,0,0,1
Meat,T,SI,2012,0,Other meat,0,0,0,1
Meat,T,SI,2014,0,Other meat,0,0,0,1
Meat,T,SI,2015,7,Other meat,0,0,0,1
Meat,T,SK,2012,0,Other meat,0,0,0,1
Meat,T,SK,2013,0,Other meat,0,0,0,1
Meat,T,SK,2014,0,Other meat,0,0,0,1
Meat,T,SK,2015,0,Other meat,0,0,0,1
Meat,T,SK,2016,0,Other meat,0,0,0,1
Meat,T,TR,2014,0,Other meat,0,0,0,1
Meat,T,TR,2015,0,Other meat,0,0,0,1
Meat,T,TR,2016,0,Other meat,0,0,0,1
Meat,T,TR,2017,0,Other meat,0,0,0,1
Meat,T,TR,2018,0,Other meat,0,0,0,1
Meat,T,TR,2019,0,Other meat,0,0,0,1
Meat,T,UK,2019,0,Other meat,0,0,0,1
Dairy,T,AT,2014,443486,Raw milk,1,0,0,0
Dairy,T,AT,2015,440924,Raw milk,1,0,0,0
Dairy,T,AT,2016,552389,Raw milk,1,0,0,0
Dairy,T,AT,2017,612629,Raw milk,1,0,0,0
Dairy,T,AT,2018,635751,Raw milk,1,0,0,0
Dairy,T,AT,2019,642340,Raw milk,1,0,0,0
Dairy,T,AT,2020,649368,Raw milk,1,0,0,0
Dairy,T,BE,2016,92429,Raw milk,1,0,0,0
Dairy,T,BE,2017,112145,Raw milk,1,0,0,0
Dairy,T,BE,2018,120077,Raw milk,1,0,0,0
Dairy,T,BE,2019,125000,Raw milk,1,0,0,0
Dairy,T,BE,2020,135683,Raw milk,1,0,0,0
Dairy,T,BG,2012,0,Raw milk,1,0,0,0
Dairy,T,BG,2013,2194,Raw milk,1,0,0,0
Dairy,T,BG,2014,2486,Raw milk,1,0,0,0
Dairy,T,BG,2015,7347,Raw milk,1,0,0,0
Dairy,T,BG,2016,8639,Raw milk,1,0,0,0
Dairy,T,BG,2017,8531,Raw milk,1,0,0,0
Dairy,T,BG,2018,5280,Raw milk,1,0,0,0
Dairy,T,BG,2019,11072,Raw milk,1,0,0,0
Dairy,T,BG,2020,11674,Raw milk,1,0,0,0
Dairy,T,BG,2021,10651,Raw milk,1,0,0,0
Dairy,T,CY,2013,879,Raw milk,1,0,0,0
Dairy,T,CY,2014,1612,Raw milk,1,0,0,0
Dairy,T,CY,2015,1433,Raw milk,1,0,0,0
Dairy,T,CY,2016,1696,Raw milk,1,0,0,0
Dairy,T,CY,2017,2341,Raw milk,1,0,0,0
Dairy,T,CY,2018,3706,Raw milk,1,0,0,0
Dairy,T,CY,2019,4763,Raw milk,1,0,0,0
Dairy,T,CY,2020,4401,Raw milk,1,0,0,0
Dairy,T,CY,2021,4106,Raw milk,1,0,0,0
Dairy,T,CZ,2012,31049,Raw milk,1,0,0,0
Dairy,T,CZ,2013,32374,Raw milk,1,0,0,0
Dairy,T,CZ,2014,30058,Raw milk,1,0,0,0
Dairy,T,CZ,2015,32759,Raw milk,1,0,0,0
Dairy,T,CZ,2016,32916,Raw milk,1,0,0,0
Dairy,T,CZ,2017,32375,Raw milk,1,0,0,0
Dairy,T,CZ,2018,33433,Raw milk,1,0,0,0
Dairy,T,CZ,2019,33578,Raw milk,1,0,0,0
Dairy,T,CZ,2020,32167,Raw milk,1,0,0,0
Dairy,T,CZ,2021,32547,Raw milk,1,0,0,0
Dairy,T,DE,2012,670927,Raw milk,1,0,0,0
Dairy,T,DE,2013,682000,Raw milk,1,0,0,0
Dairy,T,DE,2014,708055,Raw milk,1,0,0,0
Dairy,T,DE,2015,736065,Raw milk,1,0,0,0
Dairy,T,DE,2016,794717,Raw milk,1,0,0,0
Dairy,T,DE,2017,939080,Raw milk,1,0,0,0
Dairy,T,DE,2018,1117821,Raw milk,1,0,0,0
Dairy,T,DE,2019,1184742,Raw milk,1,0,0,0
Dairy,T,DE,2020,1234238,Raw milk,1,0,0,0
Dairy,T,DE,2021,1271853,Raw milk,1,0,0,0
Dairy,T,DK,2012,479100,Raw milk,1,0,0,0
Dairy,T,DK,2013,481670,Raw milk,1,0,0,0
Dairy,T,DK,2014,487100,Raw milk,1,0,0,0
Dairy,T,DK,2015,483350,Raw milk,1,0,0,0
Dairy,T,DK,2016,516131,Raw milk,1,0,0,0
Dairy,T,DK,2017,594000,Raw milk,1,0,0,0
Dairy,T,DK,2018,689600,Raw milk,1,0,0,0
Dairy,T,DK,2019,708400,Raw milk,1,0,0,0
Dairy,T,DK,2020,727716,Raw milk,1,0,0,0
Dairy,T,EE,2012,12268,Raw milk,1,0,0,0
Dairy,T,EE,2013,10266,Raw milk,1,0,0,0
Dairy,T,EE,2014,9396,Raw milk,1,0,0,0
Dairy,T,EE,2015,8765,Raw milk,1,0,0,0
Dairy,T,EE,2016,10650,Raw milk,1,0,0,0
Dairy,T,EE,2017,7186,Raw milk,1,0,0,0
Dairy,T,EE,2018,7386,Raw milk,1,0,0,0
Dairy,T,EE,2019,8211,Raw milk,1,0,0,0
