,memberStateCode,memberStateName,beginDate,endDate,month,monthName,price,unit,year,product
1968,NL,22,01/03/2017,31/03/2017,3,Mar,36.00,100,2017,Raw milk
1969,PL,23,01/03/2017,31/03/2017,3,Mar,30.52,100,2017,Raw milk
1970,PT,24,01/03/2017,31/03/2017,3,Mar,28.70,100,2017,Raw milk
1971,RO,25,01/03/2017,31/03/2017,3,Mar,29.66,100,2017,Raw milk
1972,SK,26,01/03/2017,31/03/2017,3,Mar,29.51,100,2017,Raw milk
1973,SI,27,01/03/2017,31/03/2017,3,Mar,28.68,100,2017,Raw milk
1974,ES,28,01/03/2017,31/03/2017,3,Mar,30.49,100,2017,Raw milk
1975,SE,29,01/03/2017,31/03/2017,3,Mar,37.88,100,2017,Raw milk
1976,UK,30,01/03/2017,31/03/2017,3,Mar,30.81,100,2017,Raw milk
1977,AT,1,01/02/2017,28/02/2017,2,Feb,34.88,100,2017,Raw milk
1978,BE,2,01/02/2017,28/02/2017,2,Feb,34.10,100,2017,Raw milk
1979,BG,3,01/02/2017,28/02/2017,2,Feb,30.95,100,2017,Raw milk
1980,HR,4,01/02/2017,28/02/2017,2,Feb,31.85,100,2017,Raw milk
1981,CY,5,01/02/2017,28/02/2017,2,Feb,56.28,100,2017,Raw milk
1982,CZ,6,01/02/2017,28/02/2017,2,Feb,28.79,100,2017,Raw milk
1983,DK,7,01/02/2017,28/02/2017,2,Feb,36.45,100,2017,Raw milk
1984,EE,8,01/02/2017,28/02/2017,2,Feb,32.55,100,2017,Raw milk
1985,EU-UK,9,01/02/2017,28/02/2017,2,Feb,33.62,100,2017,Raw milk
1986,EU+UK,10,01/02/2017,28/02/2017,2,Feb,33.38,100,2017,Raw milk
1987,FI,11,01/02/2017,28/02/2017,2,Feb,37.28,100,2017,Raw milk
1988,FR,12,01/02/2017,28/02/2017,2,Feb,33.26,100,2017,Raw milk
1989,DE,13,01/02/2017,28/02/2017,2,Feb,33.97,100,2017,Raw milk
1990,EL,14,01/02/2017,28/02/2017,2,Feb,37.37,100,2017,Raw milk
1991,HU,15,01/02/2017,28/02/2017,2,Feb,29.78,100,2017,Raw milk
1992,IE,16,01/02/2017,28/02/2017,2,Feb,34.18,100,2017,Raw milk
1993,IT,17,01/02/2017,28/02/2017,2,Feb,36.43,100,2017,Raw milk
1994,LV,18,01/02/2017,28/02/2017,2,Feb,30.00,100,2017,Raw milk
1995,LT,19,01/02/2017,28/02/2017,2,Feb,29.71,100,2017,Raw milk
1996,LU,20,01/02/2017,28/02/2017,2,Feb,34.57,100,2017,Raw milk
1997,MT,21,01/02/2017,28/02/2017,2,Feb,45.59,100,2017,Raw milk
1998,NL,22,01/02/2017,28/02/2017,2,Feb,35.00,100,2017,Raw milk
1999,PL,23,01/02/2017,28/02/2017,2,Feb,30.57,100,2017,Raw milk
2000,PT,24,01/02/2017,28/02/2017,2,Feb,28.32,100,2017,Raw milk
2001,RO,25,01/02/2017,28/02/2017,2,Feb,30.16,100,2017,Raw milk
2002,SK,26,01/02/2017,28/02/2017,2,Feb,29.52,100,2017,Raw milk
2003,SI,27,01/02/2017,28/02/2017,2,Feb,28.55,100,2017,Raw milk
2004,ES,28,01/02/2017,28/02/2017,2,Feb,30.68,100,2017,Raw milk
2005,SE,29,01/02/2017,28/02/2017,2,Feb,37.90,100,2017,Raw milk
2006,UK,30,01/02/2017,28/02/2017,2,Feb,31.25,100,2017,Raw milk
2007,AT,1,01/01/2017,31/01/2017,1,Jan,34.88,100,2017,Raw milk
2008,BE,2,01/01/2017,31/01/2017,1,Jan,34.97,100,2017,Raw milk
2009,BG,3,01/01/2017,31/01/2017,1,Jan,30.94,100,2017,Raw milk
2010,HR,4,01/01/2017,31/01/2017,1,Jan,31.69,100,2017,Raw milk
2011,CY,5,01/01/2017,31/01/2017,1,Jan,57.14,100,2017,Raw milk
2012,CZ,6,01/01/2017,31/01/2017,1,Jan,27.90,100,2017,Raw milk
2013,DK,7,01/01/2017,31/01/2017,1,Jan,35.37,100,2017,Raw milk
2014,EE,8,01/01/2017,31/01/2017,1,Jan,32.66,100,2017,Raw milk
2015,EU-UK,9,01/01/2017,31/01/2017,1,Jan,33.78,100,2017,Raw milk
2016,EU+UK,10,01/01/2017,31/01/2017,1,Jan,33.44,100,2017,Raw milk
2017,FI,11,01/01/2017,31/01/2017,1,Jan,37.41,100,2017,Raw milk
2018,FR,12,01/01/2017,31/01/2017,1,Jan,34.23,100,2017,Raw milk
2019,DE,13,01/01/2017,31/01/2017,1,Jan,34.13,100,2017,Raw milk
2020,EL,14,01/01/2017,31/01/2017,1,Jan,38.71,100,2017,Raw milk
2021,HU,15,01/01/2017,31/01/2017,1,Jan,29.53,100,2017,Raw milk
2022,IE,16,01/01/2017,31/01/2017,1,Jan,35.45,100,2017,Raw milk
2023,IT,17,01/01/2017,31/01/2017,1,Jan,36.25,100,2017,Raw milk
2024,LV,18,01/01/2017,31/01/2017,1,Jan,31.01,100,2017,Raw milk
2025,LT,19,01/01/2017,31/01/2017,1,Jan,30.32,100,2017,Raw milk
2026,LU,20,01/01/2017,31/01/2017,1,Jan,35.18,100,2017,Raw milk
2027,MT,21,01/01/2017,31/01/2017,1,Jan,47.16,100,2017,Raw milk
2028,NL,22,01/01/2017,31/01/2017,1,Jan,34.50,100,2017,Raw milk
2029,PL,23,01/01/2017,31/01/2017,1,Jan,30.21,100,2017,Raw milk
2030,PT,24,01/01/2017,31/01/2017,1,Jan,28.31,100,2017,Raw milk
2031,RO,25,01/01/2017,31/01/2017,1,Jan,30.82,100,2017,Raw milk
2032,SK,26,01/01/2017,31/01/2017,1,Jan,29.15,100,2017,Raw milk
2033,SI,27,01/01/2017,31/01/2017,1,Jan,28.58,100,2017,Raw milk
2034,ES,28,01/01/2017,31/01/2017,1,Jan,30.68,100,2017,Raw milk
2035,SE,29,01/01/2017,31/01/2017,1,Jan,37.00,100,2017,Raw milk
2036,UK,30,01/01/2017,31/01/2017,1,Jan,30.39,100,2017,Raw milk
2037,AT,1,01/12/2016,31/12/2016,12,Dec,34.70,100,2016,Raw milk
2038,BE,2,01/12/2016,31/12/2016,12,Dec,35.97,100,2016,Raw milk
2039,BG,3,01/12/2016,31/12/2016,12,Dec,30.66,100,2016,Raw milk
2040,HR,4,01/12/2016,31/12/2016,12,Dec,31.30,100,2016,Raw milk
2041,CY,5,01/12/2016,31/12/2016,12,Dec,57.33,100,2016,Raw milk
2042,CZ,6,01/12/2016,31/12/2016,12,Dec,27.02,100,2016,Raw milk
2043,DK,7,01/12/2016,31/12/2016,12,Dec,33.48,100,2016,Raw milk
2044,EE,8,01/12/2016,31/12/2016,12,Dec,32.34,100,2016,Raw milk
2045,EU-UK,9,01/12/2016,31/12/2016,12,Dec,33.38,100,2016,Raw milk
2046,EU+UK,10,01/12/2016,31/12/2016,12,Dec,33.06,100,2016,Raw milk
2047,FI,11,01/12/2016,31/12/2016,12,Dec,37.55,100,2016,Raw milk
2048,FR,12,01/12/2016,31/12/2016,12,Dec,32.72,100,2016,Raw milk
2049,DE,13,01/12/2016,31/12/2016,12,Dec,33.67,100,2016,Raw milk
2050,EL,14,01/12/2016,31/12/2016,12,Dec,38.80,100,2016,Raw milk
2051,HU,15,01/12/2016,31/12/2016,12,Dec,28.39,100,2016,Raw milk
2052,IE,16,01/12/2016,31/12/2016,12,Dec,35.06,100,2016,Raw milk
2053,IT,17,01/12/2016,31/12/2016,12,Dec,34.34,100,2016,Raw milk
2054,LV,18,01/12/2016,31/12/2016,12,Dec,30.41,100,2016,Raw milk
2055,LT,19,01/12/2016,31/12/2016,12,Dec,29.91,100,2016,Raw milk
2056,LU,20,01/12/2016,31/12/2016,12,Dec,33.97,100,2016,Raw milk
2057,MT,21,01/12/2016,31/12/2016,12,Dec,46.46,100,2016,Raw milk
2058,NL,22,01/12/2016,31/12/2016,12,Dec,37.50,100,2016,Raw milk
2059,PL,23,01/12/2016,31/12/2016,12,Dec,30.67,100,2016,Raw milk
2060,PT,24,01/12/2016,31/12/2016,12,Dec,29.26,100,2016,Raw milk
2061,RO,25,01/12/2016,31/12/2016,12,Dec,30.46,100,2016,Raw milk
2062,SK,26,01/12/2016,31/12/2016,12,Dec,28.29,100,2016,Raw milk
2063,SI,27,01/12/2016,31/12/2016,12,Dec,28.18,100,2016,Raw milk
2064,ES,28,01/12/2016,31/12/2016,12,Dec,30.39,100,2016,Raw milk
2065,SE,29,01/12/2016,31/12/2016,12,Dec,34.79,100,2016,Raw milk
2066,UK,30,01/12/2016,31/12/2016,12,Dec,30.14,100,2016,Raw milk
2067,AT,1,01/11/2016,30/11/2016,11,Nov,33.05,100,2016,Raw milk
2068,BE,2,01/11/2016,30/11/2016,11,Nov,33.68,100,2016,Raw milk
2069,BG,3,01/11/2016,30/11/2016,11,Nov,29.85,100,2016,Raw milk
2070,HR,4,01/11/2016,30/11/2016,11,Nov,30.71,100,2016,Raw milk
2071,CY,5,01/11/2016,30/11/2016,11,Nov,56.81,100,2016,Raw milk
2072,CZ,6,01/11/2016,30/11/2016,11,Nov,25.68,100,2016,Raw milk
2073,DK,7,01/11/2016,30/11/2016,11,Nov,31.45,100,2016,Raw milk
2074,EE,8,01/11/2016,30/11/2016,11,Nov,29.61,100,2016,Raw milk
2075,EU-UK,9,01/11/2016,30/11/2016,11,Nov,32.21,100,2016,Raw milk
2076,EU+UK,10,01/11/2016,30/11/2016,11,Nov,31.84,100,2016,Raw milk
2077,FI,11,01/11/2016,30/11/2016,11,Nov,37.83,100,2016,Raw milk
2078,FR,12,01/11/2016,30/11/2016,11,Nov,32.35,100,2016,Raw milk
2079,DE,13,01/11/2016,30/11/2016,11,Nov,33.14,100,2016,Raw milk
2080,EL,14,01/11/2016,30/11/2016,11,Nov,38.65,100,2016,Raw milk
2081,HU,15,01/11/2016,30/11/2016,11,Nov,27.14,100,2016,Raw milk
2082,IE,16,01/11/2016,30/11/2016,11,Nov,36.32,100,2016,Raw milk
2083,IT,17,01/11/2016,30/11/2016,11,Nov,31.99,100,2016,Raw milk
2084,LV,18,01/11/2016,30/11/2016,11,Nov,28.26,100,2016,Raw milk
2085,LT,19,01/11/2016,30/11/2016,11,Nov,28.88,100,2016,Raw milk
2086,LU,20,01/11/2016,30/11/2016,11,Nov,31.94,100,2016,Raw milk
2087,MT,21,01/11/2016,30/11/2016,11,Nov,47.51,100,2016,Raw milk
2088,NL,22,01/11/2016,30/11/2016,11,Nov,33.00,100,2016,Raw milk
2089,PL,23,01/11/2016,30/11/2016,11,Nov,29.62,100,2016,Raw milk
2090,PT,24,01/11/2016,30/11/2016,11,Nov,28.05,100,2016,Raw milk
2091,RO,25,01/11/2016,30/11/2016,11,Nov,29.35,100,2016,Raw milk
2092,SK,26,01/11/2016,30/11/2016,11,Nov,27.05,100,2016,Raw milk
2093,SI,27,01/11/2016,30/11/2016,11,Nov,27.35,100,2016,Raw milk
2094,ES,28,01/11/2016,30/11/2016,11,Nov,30.39,100,2016,Raw milk
2095,SE,29,01/11/2016,30/11/2016,11,Nov,33.07,100,2016,Raw milk
2096,UK,30,01/11/2016,30/11/2016,11,Nov,28.52,100,2016,Raw milk
2097,AT,1,01/10/2016,31/10/2016,10,Oct,31.43,100,2016,Raw milk
2098,BE,2,01/10/2016,31/10/2016,10,Oct,30.46,100,2016,Raw milk
2099,BG,3,01/10/2016,31/10/2016,10,Oct,28.91,100,2016,Raw milk
2100,HR,4,01/10/2016,31/10/2016,10,Oct,30.13,100,2016,Raw milk
2101,CY,5,01/10/2016,31/10/2016,10,Oct,56.16,100,2016,Raw milk
2102,CZ,6,01/10/2016,31/10/2016,10,Oct,24.36,100,2016,Raw milk
2103,DK,7,01/10/2016,31/10/2016,10,Oct,29.43,100,2016,Raw milk
2104,EE,8,01/10/2016,31/10/2016,10,Oct,26.39,100,2016,Raw milk
2105,EU-UK,9,01/10/2016,31/10/2016,10,Oct,30.33,100,2016,Raw milk
2106,EU+UK,10,01/10/2016,31/10/2016,10,Oct,29.93,100,2016,Raw milk
2107,FI,11,01/10/2016,31/10/2016,10,Oct,37.40,100,2016,Raw milk
2108,FR,12,01/10/2016,31/10/2016,10,Oct,31.59,100,2016,Raw milk
2109,DE,13,01/10/2016,31/10/2016,10,Oct,30.42,100,2016,Raw milk
2110,EL,14,01/10/2016,31/10/2016,10,Oct,38.64,100,2016,Raw milk
2111,HU,15,01/10/2016,31/10/2016,10,Oct,25.28,100,2016,Raw milk
2112,IE,16,01/10/2016,31/10/2016,10,Oct,32.83,100,2016,Raw milk
2113,IT,17,01/10/2016,31/10/2016,10,Oct,31.32,100,2016,Raw milk
2114,LV,18,01/10/2016,31/10/2016,10,Oct,24.89,100,2016,Raw milk
2115,LT,19,01/10/2016,31/10/2016,10,Oct,25.88,100,2016,Raw milk
2116,LU,20,01/10/2016,31/10/2016,10,Oct,29.13,100,2016,Raw milk
2117,MT,21,01/10/2016,31/10/2016,10,Oct,48.92,100,2016,Raw milk
2118,NL,22,01/10/2016,31/10/2016,10,Oct,29.25,100,2016,Raw milk
2119,PL,23,01/10/2016,31/10/2016,10,Oct,28.30,100,2016,Raw milk
2120,PT,24,01/10/2016,31/10/2016,10,Oct,27.38,100,2016,Raw milk
2121,RO,25,01/10/2016,31/10/2016,10,Oct,27.90,100,2016,Raw milk
2122,SK,26,01/10/2016,31/10/2016,10,Oct,25.78,100,2016,Raw milk
2123,SI,27,01/10/2016,31/10/2016,10,Oct,26.09,100,2016,Raw milk
2124,ES,28,01/10/2016,31/10/2016,10,Oct,29.71,100,2016,Raw milk
2125,SE,29,01/10/2016,31/10/2016,10,Oct,31.66,100,2016,Raw milk
2126,UK,30,01/10/2016,31/10/2016,10,Oct,26.35,100,2016,Raw milk
2127,AT,1,01/09/2016,30/09/2016,9,Sep,29.84,100,2016,Raw milk
2128,BE,2,01/09/2016,30/09/2016,9,Sep,26.85,100,2016,Raw milk
2129,BG,3,01/09/2016,30/09/2016,9,Sep,27.14,100,2016,Raw milk
2130,HR,4,01/09/2016,30/09/2016,9,Sep,28.86,100,2016,Raw milk
2131,CY,5,01/09/2016,30/09/2016,9,Sep,55.12,100,2016,Raw milk
2132,CZ,6,01/09/2016,30/09/2016,9,Sep,23.13,100,2016,Raw milk
2133,DK,7,01/09/2016,30/09/2016,9,Sep,27.39,100,2016,Raw milk
2134,EE,8,01/09/2016,30/09/2016,9,Sep,23.30,100,2016,Raw milk
2135,EU-UK,9,01/09/2016,30/09/2016,9,Sep,28.03,100,2016,Raw milk
2136,EU+UK,10,01/09/2016,30/09/2016,9,Sep,27.82,100,2016,Raw milk
2137,FI,11,01/09/2016,30/09/2016,9,Sep,36.48,100,2016,Raw milk
2138,FR,12,01/09/2016,30/09/2016,9,Sep,30.20,100,2016,Raw milk
2139,DE,13,01/09/2016,30/09/2016,9,Sep,26.37,100,2016,Raw milk
2140,EL,14,01/09/2016,30/09/2016,9,Sep,38.28,100,2016,Raw milk
2141,HU,15,01/09/2016,30/09/2016,9,Sep,23.42,100,2016,Raw milk
2142,IE,16,01/09/2016,30/09/2016,9,Sep,29.91,100,2016,Raw milk
2143,IT,17,01/09/2016,30/09/2016,9,Sep,31.32,100,2016,Raw milk
2144,LV,18,01/09/2016,30/09/2016,9,Sep,21.14,100,2016,Raw milk
2145,LT,19,01/09/2016,30/09/2016,9,Sep,21.17,100,2016,Raw milk
2146,LU,20,01/09/2016,30/09/2016,9,Sep,26.54,100,2016,Raw milk
2147,MT,21,01/09/2016,30/09/2016,9,Sep,47.68,100,2016,Raw milk
2148,NL,22,01/09/2016,30/09/2016,9,Sep,26.25,100,2016,Raw milk
2149,PL,23,01/09/2016,30/09/2016,9,Sep,26.41,100,2016,Raw milk
2150,PT,24,01/09/2016,30/09/2016,9,Sep,27.10,100,2016,Raw milk
2151,RO,25,01/09/2016,30/09/2016,9,Sep,25.27,100,2016,Raw milk
2152,SK,26,01/09/2016,30/09/2016,9,Sep,24.21,100,2016,Raw milk
2153,SI,27,01/09/2016,30/09/2016,9,Sep,24.76,100,2016,Raw milk
2154,ES,28,01/09/2016,30/09/2016,9,Sep,28.74,100,2016,Raw milk
2155,SE,29,01/09/2016,30/09/2016,9,Sep,29.60,100,2016,Raw milk
2156,UK,30,01/09/2016,30/09/2016,9,Sep,25.88,100,2016,Raw milk
2157,AT,1,01/08/2016,31/08/2016,8,Aug,29.37,100,2016,Raw milk
2158,BE,2,01/08/2016,31/08/2016,8,Aug,24.67,100,2016,Raw milk
2159,BG,3,01/08/2016,31/08/2016,8,Aug,25.88,100,2016,Raw milk
2160,HR,4,01/08/2016,31/08/2016,8,Aug,28.37,100,2016,Raw milk
2161,CY,5,01/08/2016,31/08/2016,8,Aug,54.85,100,2016,Raw milk
2162,CZ,6,01/08/2016,31/08/2016,8,Aug,22.34,100,2016,Raw milk
2163,DK,7,01/08/2016,31/08/2016,8,Aug,26.21,100,2016,Raw milk
2164,EE,8,01/08/2016,31/08/2016,8,Aug,20.75,100,2016,Raw milk
2165,EU-UK,9,01/08/2016,31/08/2016,8,Aug,26.65,100,2016,Raw milk
2166,EU+UK,10,01/08/2016,31/08/2016,8,Aug,26.42,100,2016,Raw milk
2167,FI,11,01/08/2016,31/08/2016,8,Aug,35.64,100,2016,Raw milk
2168,FR,12,01/08/2016,31/08/2016,8,Aug,29.41,100,2016,Raw milk
2169,DE,13,01/08/2016,31/08/2016,8,Aug,24.30,100,2016,Raw milk
2170,EL,14,01/08/2016,31/08/2016,8,Aug,37.89,100,2016,Raw milk
2171,HU,15,01/08/2016,31/08/2016,8,Aug,22.07,100,2016,Raw milk
2172,IE,16,01/08/2016,31/08/2016,8,Aug,27.00,100,2016,Raw milk
2173,IT,17,01/08/2016,31/08/2016,8,Aug,30.47,100,2016,Raw milk
2174,LV,18,01/08/2016,31/08/2016,8,Aug,18.64,100,2016,Raw milk
2175,LT,19,01/08/2016,31/08/2016,8,Aug,17.86,100,2016,Raw milk
2176,LU,20,01/08/2016,31/08/2016,8,Aug,25.07,100,2016,Raw milk
2177,MT,21,01/08/2016,31/08/2016,8,Aug,46.30,100,2016,Raw milk
2178,NL,22,01/08/2016,31/08/2016,8,Aug,25.00,100,2016,Raw milk
2179,PL,23,01/08/2016,31/08/2016,8,Aug,24.95,100,2016,Raw milk
2180,PT,24,01/08/2016,31/08/2016,8,Aug,26.84,100,2016,Raw milk
2181,RO,25,01/08/2016,31/08/2016,8,Aug,23.59,100,2016,Raw milk
2182,SK,26,01/08/2016,31/08/2016,8,Aug,23.39,100,2016,Raw milk
2183,SI,27,01/08/2016,31/08/2016,8,Aug,24.15,100,2016,Raw milk
2184,ES,28,01/08/2016,31/08/2016,8,Aug,28.16,100,2016,Raw milk
2185,SE,29,01/08/2016,31/08/2016,8,Aug,28.35,100,2016,Raw milk
2186,UK,30,01/08/2016,31/08/2016,8,Aug,24.36,100,2016,Raw milk
2187,AT,1,01/07/2016,31/07/2016,7,Jul,29.37,100,2016,Raw milk
2188,BE,2,01/07/2016,31/07/2016,7,Jul,22.12,100,2016,Raw milk
2189,BG,3,01/07/2016,31/07/2016,7,Jul,25.03,100,2016,Raw milk
2190,HR,4,01/07/2016,31/07/2016,7,Jul,27.89,100,2016,Raw milk
2191,CY,5,01/07/2016,31/07/2016,7,Jul,54.97,100,2016,Raw milk
2192,CZ,6,01/07/2016,31/07/2016,7,Jul,21.96,100,2016,Raw milk
2193,DK,7,01/07/2016,31/07/2016,7,Jul,26.08,100,2016,Raw milk
2194,EE,8,01/07/2016,31/07/2016,7,Jul,20.04,100,2016,Raw milk
2195,EU-UK,9,01/07/2016,31/07/2016,7,Jul,25.86,100,2016,Raw milk
2196,EU+UK,10,01/07/2016,31/07/2016,7,Jul,25.68,100,2016,Raw milk
2197,FI,11,01/07/2016,31/07/2016,7,Jul,35.37,100,2016,Raw milk
2198,FR,12,01/07/2016,31/07/2016,7,Jul,28.51,100,2016,Raw milk
2199,DE,13,01/07/2016,31/07/2016,7,Jul,23.42,100,2016,Raw milk
2200,EL,14,01/07/2016,31/07/2016,7,Jul,37.52,100,2016,Raw milk
2201,HU,15,01/07/2016,31/07/2016,7,Jul,20.96,100,2016,Raw milk
2202,IE,16,01/07/2016,31/07/2016,7,Jul,24.47,100,2016,Raw milk
2203,IT,17,01/07/2016,31/07/2016,7,Jul,30.63,100,2016,Raw milk
2204,LV,18,01/07/2016,31/07/2016,7,Jul,17.71,100,2016,Raw milk
2205,LT,19,01/07/2016,31/07/2016,7,Jul,16.92,100,2016,Raw milk
2206,LU,20,01/07/2016,31/07/2016,7,Jul,24.72,100,2016,Raw milk
2207,MT,21,01/07/2016,31/07/2016,7,Jul,45.82,100,2016,Raw milk
2208,NL,22,01/07/2016,31/07/2016,7,Jul,25.00,100,2016,Raw milk
2209,PL,23,01/07/2016,31/07/2016,7,Jul,23.29,100,2016,Raw milk
2210,PT,24,01/07/2016,31/07/2016,7,Jul,26.98,100,2016,Raw milk
2211,RO,25,01/07/2016,31/07/2016,7,Jul,22.67,100,2016,Raw milk
2212,SK,26,01/07/2016,31/07/2016,7,Jul,23.12,100,2016,Raw milk
2213,SI,27,01/07/2016,31/07/2016,7,Jul,23.34,100,2016,Raw milk
2214,ES,28,01/07/2016,31/07/2016,7,Jul,27.77,100,2016,Raw milk
2215,SE,29,01/07/2016,31/07/2016,7,Jul,27.24,100,2016,Raw milk
2216,UK,30,01/07/2016,31/07/2016,7,Jul,24.03,100,2016,Raw milk
2217,AT,1,01/06/2016,30/06/2016,6,Jun,29.26,100,2016,Raw milk
2218,BE,2,01/06/2016,30/06/2016,6,Jun,22.26,100,2016,Raw milk
2219,BG,3,01/06/2016,30/06/2016,6,Jun,24.60,100,2016,Raw milk
2220,HR,4,01/06/2016,30/06/2016,6,Jun,28.16,100,2016,Raw milk
2221,CY,5,01/06/2016,30/06/2016,6,Jun,55.00,100,2016,Raw milk
2222,CZ,6,01/06/2016,30/06/2016,6,Jun,22.02,100,2016,Raw milk
2223,DK,7,01/06/2016,30/06/2016,6,Jun,26.22,100,2016,Raw milk
2224,EE,8,01/06/2016,30/06/2016,6,Jun,20.24,100,2016,Raw milk
2225,EU-UK,9,01/06/2016,30/06/2016,6,Jun,25.83,100,2016,Raw milk
2226,EU+UK,10,01/06/2016,30/06/2016,6,Jun,25.71,100,2016,Raw milk
2227,FI,11,01/06/2016,30/06/2016,6,Jun,36.64,100,2016,Raw milk
2228,FR,12,01/06/2016,30/06/2016,6,Jun,28.68,100,2016,Raw milk
2229,DE,13,01/06/2016,30/06/2016,6,Jun,23.18,100,2016,Raw milk
2230,EL,14,01/06/2016,30/06/2016,6,Jun,37.35,100,2016,Raw milk
2231,HU,15,01/06/2016,30/06/2016,6,Jun,21.02,100,2016,Raw milk
2232,IE,16,01/06/2016,30/06/2016,6,Jun,23.50,100,2016,Raw milk
2233,IT,17,01/06/2016,30/06/2016,6,Jun,30.63,100,2016,Raw milk
2234,LV,18,01/06/2016,30/06/2016,6,Jun,17.78,100,2016,Raw milk
2235,LT,19,01/06/2016,30/06/2016,6,Jun,16.91,100,2016,Raw milk
2236,LU,20,01/06/2016,30/06/2016,6,Jun,25.04,100,2016,Raw milk
2237,MT,21,01/06/2016,30/06/2016,6,Jun,45.03,100,2016,Raw milk
2238,NL,22,01/06/2016,30/06/2016,6,Jun,25.00,100,2016,Raw milk
2239,PL,23,01/06/2016,30/06/2016,6,Jun,23.12,100,2016,Raw milk
2240,PT,24,01/06/2016,30/06/2016,6,Jun,27.40,100,2016,Raw milk
2241,RO,25,01/06/2016,30/06/2016,6,Jun,21.62,100,2016,Raw milk
2242,SK,26,01/06/2016,30/06/2016,6,Jun,23.17,100,2016,Raw milk
2243,SI,27,01/06/2016,30/06/2016,6,Jun,23.16,100,2016,Raw milk
2244,ES,28,01/06/2016,30/06/2016,6,Jun,27.96,100,2016,Raw milk
2245,SE,29,01/06/2016,30/06/2016,6,Jun,27.96,100,2016,Raw milk
2246,UK,30,01/06/2016,30/06/2016,6,Jun,24.59,100,2016,Raw milk
2247,AT,1,01/05/2016,31/05/2016,5,May,29.77,100,2016,Raw milk
2248,BE,2,01/05/2016,31/05/2016,5,May,22.85,100,2016,Raw milk
2249,BG,3,01/05/2016,31/05/2016,5,May,24.73,100,2016,Raw milk
2250,HR,4,01/05/2016,31/05/2016,5,May,28.78,100,2016,Raw milk
2251,CY,5,01/05/2016,31/05/2016,5,May,54.71,100,2016,Raw milk
2252,CZ,6,01/05/2016,31/05/2016,5,May,22.52,100,2016,Raw milk
2253,DK,7,01/05/2016,31/05/2016,5,May,27.42,100,2016,Raw milk
2254,EE,8,01/05/2016,31/05/2016,5,May,21.19,100,2016,Raw milk
2255,EU-UK,9,01/05/2016,31/05/2016,5,May,26.30,100,2016,Raw milk
2256,EU+UK,10,01/05/2016,31/05/2016,5,May,26.22,100,2016,Raw milk
2257,FI,11,01/05/2016,31/05/2016,5,May,37.12,100,2016,Raw milk
2258,FR,12,01/05/2016,31/05/2016,5,May,28.78,100,2016,Raw milk
2259,DE,13,01/05/2016,31/05/2016,5,May,23.97,100,2016,Raw milk
2260,EL,14,01/05/2016,31/05/2016,5,May,37.56,100,2016,Raw milk
2261,HU,15,01/05/2016,31/05/2016,5,May,21.67,100,2016,Raw milk
2262,IE,16,01/05/2016,31/05/2016,5,May,23.99,100,2016,Raw milk
2263,IT,17,01/05/2016,31/05/2016,5,May,31.07,100,2016,Raw milk
2264,LV,18,01/05/2016,31/05/2016,5,May,18.24,100,2016,Raw milk
2265,LT,19,01/05/2016,31/05/2016,5,May,17.94,100,2016,Raw milk
2266,LU,20,01/05/2016,31/05/2016,5,May,26.10,100,2016,Raw milk
2267,MT,21,01/05/2016,31/05/2016,5,May,43.97,100,2016,Raw milk
2268,NL,22,01/05/2016,31/05/2016,5,May,25.00,100,2016,Raw milk
2269,PL,23,01/05/2016,31/05/2016,5,May,23.33,100,2016,Raw milk
2270,PT,24,01/05/2016,31/05/2016,5,May,27.59,100,2016,Raw milk
2271,RO,25,01/05/2016,31/05/2016,5,May,21.81,100,2016,Raw milk
2272,SK,26,01/05/2016,31/05/2016,5,May,23.67,100,2016,Raw milk
2273,SI,27,01/05/2016,31/05/2016,5,May,23.46,100,2016,Raw milk
2274,ES,28,01/05/2016,31/05/2016,5,May,28.35,100,2016,Raw milk
2275,SE,29,01/05/2016,31/05/2016,5,May,29.60,100,2016,Raw milk
2276,UK,30,01/05/2016,31/05/2016,5,May,25.50,100,2016,Raw milk
2277,AT,1,01/04/2016,30/04/2016,4,Apr,30.78,100,2016,Raw milk
2278,BE,2,01/04/2016,30/04/2016,4,Apr,24.08,100,2016,Raw milk
2279,BG,3,01/04/2016,30/04/2016,4,Apr,25.72,100,2016,Raw milk
2280,HR,4,01/04/2016,30/04/2016,4,Apr,29.10,100,2016,Raw milk
2281,CY,5,01/04/2016,30/04/2016,4,Apr,54.74,100,2016,Raw milk
2282,CZ,6,01/04/2016,30/04/2016,4,Apr,23.56,100,2016,Raw milk
2283,DK,7,01/04/2016,30/04/2016,4,Apr,28.48,100,2016,Raw milk
2284,EE,8,01/04/2016,30/04/2016,4,Apr,21.92,100,2016,Raw milk
2285,EU-UK,9,01/04/2016,30/04/2016,4,Apr,27.50,100,2016,Raw milk
2286,EU+UK,10,01/04/2016,30/04/2016,4,Apr,27.40,100,2016,Raw milk
2287,FI,11,01/04/2016,30/04/2016,4,Apr,37.46,100,2016,Raw milk
2288,FR,12,01/04/2016,30/04/2016,4,Apr,29.39,100,2016,Raw milk
2289,DE,13,01/04/2016,30/04/2016,4,Apr,25.74,100,2016,Raw milk
2290,EL,14,01/04/2016,30/04/2016,4,Apr,38.00,100,2016,Raw milk
2291,HU,15,01/04/2016,30/04/2016,4,Apr,22.55,100,2016,Raw milk
